Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
35744;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 15";"Kaufmannshof Holm 15";"Kaufmannshof Holm 15; Vorderhaus 1938 Georg Rieve; Rück- u. Seitenflügel 1712, beide im Kern spätgotisch; zweigeschossiges giebelständiges Vorderhaus aus Backstein mit Firstzinne, südliche Erweiterung, Balkon mit geschweifter Gitterbrüstung; zweigeschossiger Rückflügel, Saalbau aus Rot- und Gelbstein, Dreieckgiebel mit flachbogigen Luken, kreuzgewölbter Keller; zweigeschossiger Seitenflügel aus Rot-u. Gelbstein, spätgotischer Keller mit Kreuzgewölben, gereihte Zargenfenster, Kranerker";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, Rückflügel, Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35744.jpg"
35745;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 17, 17";"Kaufmannshof Holm 17";"Kaufmannshof Holm 17; Rück- u. 1. Seitenflügel: 16/17. Jh., Vorderhaus, 2. Seitenflügel u. Tor: 18. Jh., Quergebäude: 1844, Thielemann; zweigeschossiges Vorderhaus mit Masarddach, spätbarocker Putzfassade, Rokoko-Pilastergliederung, Gauben mit Volutenschwüngen; zweigeschossiger geschlämmter Backsteinrückflügel mit Satteldach, gewölbte Kellerräume, Einrichtung im Stil des Louis Seize; 1. Seitenflügel zweigeschossiger Saalbau mit Satteldach, geschlämmt, Rokokosaal im Erdgeschoss; zweigeschossiger 2. Seitenflügel aus Backstein mit Satteldach, hohe Zargenfenster unter Blendbögen; zweigeschossiges Quergebäude mit Putzfassade und Satteldach, Durchgang zum Hof; korbbogiges Durchfahrtstor aus Backstein, geschlämmt";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus mit Torbau, Rückflügel, erster Seitenflügel, zweiter Seitenflügel, Quergebäude";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35745.jpg"
35751;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 19, 19-21, 21";"Kaufmannshof Holm 19-21";"Kaufmannshof Holm 19-21; 16./17. Jh.; Vorderhaus mit Mansarddach, Putzfassade schlicht spätklassizistisch überformt, zwei halbrunde klassizistische Treppenhäuser; nördl. 3-geschossiger Rückflügel aus Backstein, Akzentuierung durch Gelbstein, Satteldach, 2-schiffiger gewölbter Keller; 1. nördl. Seitenflügel 2-geschossig aus Gelb- und Rotstein, hohes Kellergeschoss, Satteldach, Fachwerkkranerker, 2-schiffig gewölbter Keller; 2. nördl. Seitenflügel 2-geschossig aus Rot- und Gelbstein, hohes Kellergeschoss, Satteldach; Südl. Rückflügel 3-geschossig aus Backstein, Akzentuierung durch Gelbstein, Satteldach; südl. Seitenflügel 2-geschossig aus Backstein mit stichbogigen Kelleröffnungen, Fachwerkkranerker über Ladetor, gerundeter Wendeltreppenanbau an östl. Giebelseite";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, nördlicher und südlicher Rückflügel, erster und zweiter nördlicher Seitenflügel, südlicher Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35751.jpg"
35753;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 23";"Kaufmannshof Holm 23";"Kaufmannshof Holm 23; 17./18. Jh.; Vorderhaus zweigeschossiges Giebelhaus mit abgewalmtem Satteldach, Putzfassade von 1928, Klosterziegelmauerwerk an südl. Traufseite, gewölbter Keller, Wappenstein; erster Seitenflügel zweigeschossig aus Gelbstein, geschlämmt, hohes Kellergeschoss, Satteldach, östlicher Fachwerkgiebel; zweiter Seitenflügel zweigeschossig aus Gelbstein, geschlämmt, Keller als Vollgeschoss, vorkragendes Fachwerk-Obergeschoss, Giebelfront in Fachwerk mit Ziegelmustern";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, erster Seitenflügel, zweiter Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35753.jpg"
35754;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 35";"Kaufmannshof Holm 35";"Kaufmannshof Holm 35; Vorderhaus 1905, Hof 17 Jh.; dreigeschossiges Vorderhaus mit überformter Jungendstilfassade, erkerähnlich vortretende Achsen zw. kassettierten Lisenen; dreigeschossiger Saalbau mit Satteldach, Klosterziegeln im gotischen Verband, Gelbstein; zweigeschossiger Seitenflügel mit Flachdach";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, erster Seitenflügel, zweiter Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35754.jpg"
35755;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 39";"Kaufmannshof Holm 39";"Kaufmannshof Holm 39; Vorderhaus 1853, Rückbauten 16. Jh., Umbau 1984-1986; dreigeschossiges Vorderhaus mit Walmdach, spätklassizistischer Putzfassade, Innen entkernt; geschlämmter zweigeschossiger Backsteinrückflügel mit Satteldach; schräg anlaufender zweiter Flügel mit halbrunden Treppenturm mit Wendeltreppe, Erdgeschoss mit bemalter bauzeitlicher Holzbalkendecke";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, Rückflügel, Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35755.jpg"
35756;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 41";"Kaufmannshof Holm 41";"Kaufmannshof Holm 41; im Kern alle Gebäude aus dem 15. Jh.; zweigeschossiges Giebelhaus mit Satteldach, neu gestaltete spätklassizistische Fassade, ältere Mauerverbände an Traufseiten, Innen zweischiffiger Keller; gestaffelte zweigeschossige Hoftrakte, geschlämmt mit Satteldächern, zweischiffiger Keller unter 1. Seitenflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, Rückflügel, Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35756.jpg"
35757;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 43";"Kaufmannshof Holm 43";"Kaufmannshof Holm 43; Vorderhaus frühes 18. Jh., dreigeschossiger Traufenbau, Putzfassade in spätklassizistischer Formengebung, linke Achse turmartig überhöht; Rückflügel frühes 18. Jh. aus Backstein, geschlämmt, Traufseite mit Zieranker; 1. Seitenflügel 1988 dreigeschossiger Backsteinbau mit flachem Satteldach, geschlämmt; 2. Seitenflügel spätes 19. Jh. dreigeschossiger Backsteinbau mit Satteldach, geschlämmt, Stichbogenfensterreihen, Ladeachse mit Krankerker";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus mit Wappentafel, Rückflügel mit Keller, erster Seitenflügel, zweiter Seitenflügel, Quergebäude";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35757.jpg"
1851;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 45";"Kaufmannshof Holm 45";"Kaufmannshof Holm 45; giebelständiges Vorderhaus 1726, im Kern 15./16. Jh., aufgestockt mit barocker Putzfassade, Fassadengliederung wiederhergestellt, zweigeschossiger, geschmückter Schweif- und Volutengiebel, Innen kreuzgewölbter Keller; 1. Seitenflügel 17. Jh. Kern älter, dreigeschossig, dreiviertelrund vortretender Treppenturm mit Wendeltreppe, Innen zweischiffiger Keller; 2. Seitenflügel 1870 mit flachem Satteldach, zweieinhalbgeschossig, Werkstattgebäude mit Lagerräumen, Krangiebel u. Ladetore; Speicherquerbau 1830 dreigeschossig mit korbbogigem Durchgang darüber ehemaliges Ladetor, zweigeschossiger Windenerker im Satteldach";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, erster Seitenflügel, zweiter Seitenflügel, Querspeicher";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1851.jpg"
35760;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 47";"Kaufmannshof Holm 47";"Kaufmannshof Holm 47; Kernbau 16. Jh., Neu- u. Umbauten Anfang 19. u. Anfang 20. Jh.; dreigeschossiges Vorderhaus mit klassizistischer Putzfassade aus zwei Hausteilen zusammengelegt, im Hof zwei Seitenflügel und ein Querspeicher mit zwei Wappentafeln";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, südlicher Seitenflügel, Querspeicher, zwei Inschrifttafeln am Querspeicher, nördlicher Seitenflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35760.jpg"
46042;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 49-51";"Kaufmannshof Holm 49-51";"Kaufmannshof Holm 49-51; 1881, 1900, Gebrüder Hummel, Andreas Fabian; im Kern ältere Hofanlage aus zusammengelegten Vorderhäusern und dreiteiligem Seitenflügel im Norden, südlichem Seitenflügel und zweiteiligem Quergebäude; Vorderhaus viergeschossiger Putzbau mit flachem Pultdach, mit Halbsäulen gerahmte Fensterpaare und Kastenerker, Hofgebäude 1880-1897 Gelb- und geschlämmte Rotsteinbauten mit Pultdächern";"Geschichtlich, Städtebaulich";"Vorderhaus, 1. nördlicher Seitenflügel, 2. nördlicher Seitenflügel, 3. nördlicher Seitenflügel, südlicher Seitenflügel, nördliches Quergebäude, südliches Quergebäude";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46042.jpg"
46049;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 53";"Gewerbehof Holm 53";"Gewerbehof Holm 53; 1904/05, Magnus Schlichting; Vorderhaus viergeschossiger Putzbau mit Backsteinfassade; dichte Hofbebauung 1908 von Hans Strozda";"Geschichtlich, Städtebaulich";"Wohn- und Geschäftshaus, erster Seitenflügel, zweiter Seitenflügel, Werkstatt- und Lagergebäude im Hof";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46049.jpg"
35762;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 62";"ehem. Kaufmannshof und ehem. Möbelfabrik Sauermann";"ehem. Kaufmannshof und ehem. Möbelfabrik Sauermann; Wohn- und Geschäftshaus 1740, Hof- und Werkstattgebäude 1880-1897; zweigeschossiges Giebelhaus mit Satteldach, Giebelfront verändert u. verputzt, Traufwand mit vorkragendem Fachwerkobergeschoss; Rückflügel zweigeschossiger Backsteinbau mit Bohlendach; backsteinerne Werkstattgebäude der ehem. Möbelfabrik Sauermann";"Geschichtlich, Städtebaulich, Wissenschaftlich";"Wohn- und Geschäftshaus, Rückflügel; Seitenflügel, nördlicher und südlicher Werkstattflügel (ehem. Möbelfabrik Sauermann)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35762.jpg"
14237;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 66";"Kaufmannshof Holm 66";"Kaufmannshof Holm 66; Vorderhaus 1840 von Moritz Pöhler umgebaut, dreigeschossig mit spätklassizistischer Putzfassade; ältere nordseitige Hofbebauung des 18. Jh. zwei und dreigeschossige Backsteinbauten, geschlämmt mit Satteldach; südseitige Hofbebauung aus 2. Hälfte des 19. Jh., zweigeschossiger Werkstattflügel mit Fachwerkobergeschoss und Pultdach, zweigeschossiger Fachwerkbau mit auf Knaggen vorkragendem Obergeschoss; zweigeschossiger erster Querflügel mit Satteldach; viergeschossiger zweiter Querflügel von Moritz Pöhler 1903";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus, erster südlicher Seitenflügel, erster nördlicher Seitenflügel, zweiter nördlicher Seitenflügel, zweiter südlicher Seitenflügel, erster Querflügel, zweiter Querflügel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14237.jpg"
2084;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Holm 76, Nikolaikirchhof 2a";"Kaufmannshof Holm 76 und Nikolaikirchhof 2a";"Kaufmannshof Holm 76 und Nikolaikirchhof 2a; Vorderhaus Kern 16. Jh./1810, 1. Seitenflügel 17. Jh.; 2. Seitenflügel 18. Jh., 3. Seitenflügel spätes 19. Jh., Querspeicher 1905; dreigeschossiges traufständiges Vorderhaus mit Walmdach, klassizistische Fassade, geschlämmte Rückfront, dreischiffiger Keller, bauzeitliche Ausstattung; zwei zweigeschossige geschlämmte Seitenflügel, Fenster in stichbogigen Blenden, 3. Seitenflügel mit vorkragendem verbrettertem Obergeschoss; dreigeschossiger Querflügel mit Putzfassade, ein Fenster mit barockisierender Putzrahmung und Zwerchgiebel";"Geschichtlich, Künstlerisch, Städtebaulich";"Vorderhaus; erster, zweiter und dritter Seitenflügel; Querspeicher";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2084.jpg"
35764;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Johanniskirchhof";"Kirche St. Johannis";"Aktualisierung vorgesehen";"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich";"Kirche St. Johannis mit Ausstattung, Kirchhof, Granitböschungsmauern, Lindenkranz";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35764.jpg"
160;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Johannisstraße 76, 78a-b, 78, 78b";"Margarethenhof";"Margarethenhof; 18. u. 19. Jh.; repräsentative hofähnliche Gebäudegruppe barocken Ursprungs, 1762 zur Zuckersiederei 'Zuckerhof' umgewandelt, 1842-1928 Eisengießerei N. Jepsen, danach Maschinenbau Gebr. Klaus. Am Hang das 1882 umgebaute und 1910/11 erweiterte Herrenhaus mit barockem Kern, westlich davor breitlagernder Speicher von 1820-40 mit nach Norden anschließendem Fabrikgebäude mit Mitteltor, vor und hinter dem Wohnhaus der einstige Villengarten mit altem Baumbestand und durch Feldsteinmauerwerk architektonisch eingefasste natürliche Quelle, ehem. Wasserreservoir, auf der hinteren Hangfläche landschaftliche Gartengestaltung vielleicht noch aus der Zeit um 1800 überliefert, mit Grabsteinfragment, südlich vorgelagert kleines ehem. Gärtnerhaus von 1908/09";"Geschichtlich, Künstlerisch, Städtebaulich";"ehem. Gärtnerhaus (Johannisstraße 76); Speicher und Torhaus (Johannisstraße 78); Herrenhaus, Garten des Margarethenhofs mit Quellenfassung, Grabsteinfragment Holst, ehem. Wasserreservoir  (Johannisstraße 78a-b); ehem. Waschhaus (Johannisstraße 78b)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/160.jpg"
50734;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Jürgensgaarder Straße 1, 2, St.-Jürgen-Straße 86";"Kirche St. Jürgen";"Kirche St. Jürgen; 1904-1907, 1927, 1952/53; erhöht am nördlichen Ende der St.-Jürgen-Straße gelegene neugotische Backsteinsaalkirche mit hoch aufragendem Glockenturm, von Bruchsteinböschungsmauer eingefriedeter Kirchhof, im Osten das Gemeindehaus von 1927 sowie das ehem. Pastorat von 1952/53";"Geschichtlich, Künstlerisch, Städtebaulich";"Kirche St. Jürgen mit Ausstattung, Gemeindehaus St. Jürgen, ehem. Pastorat der St.-Jürgen-Kirche, Kirchhof mit Kirchhofsmauer";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50734.jpg"
49210;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Klaus-Groth-Straße 1, 3, 7-9, 10, 11, 12, 14, 15, 16-18, 17, 19, 20-22, 23, 24, 25, 26, Hebbelstraße 1, 4, Klaus-Groth-Straße, Klaus-Groth-Straße u.a.";"Beamtensiedlung Klaus-Groth-Straße/Hebbelstraße";"Beamtensiedlung Klaus-Groth-Straße/Hebbelstraße; ab 1910, Beamten-Heimstätten-Genossenschaft; Gruppe von freistehenden Wohnhäusern entlang des durch einen zentralen Platz versetzt verbundenen Straßenzuges, überwiegend eingeschossige backsteinsichtige Einfamilien- und Doppelhäuser in Formen des Heimatstils";"Geschichtlich, Künstlerisch, Städtebaulich";"Villa (Hebbelstraße 1); Wohnhäuser (Hebbelstraße 4, Klaus-Groth-Straße 1, 3, 10, 11, 12, 14, 15, 17, 19, 23); Doppelhaushälften (Klaus-Groth-Straße 24, 26); Gartenhaus (Klaus-Groth-Straße 26); Einfamilienhaus (Klaus-Groth-Straße 25); Doppelwohnhäuser (Klaus-Groth-Straße 7-9, 16-18, 20-22); Platzanlage, Pflasterung (Klaus-Groth-Straße, Hebbelstraße)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49210.jpg"
20028;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Marienhof 2-2a, 3-3a, 4-6, 5-7, 8-18, 9-19, 20-23, Marienhof";"Siedlung Marienhof";"Siedlung Marienhof; 1926-29, Architekt Karl Doormann, Gemeinnützige Aktiengesellschaft für Angestellten-Heimstätten (GAGFAH) Berlin; symmetrisch um einen begrünten Hof angelegte Wohnhausgruppe, zweigeschossige Backsteinbauten im sachlichen Heimatschutzstil";"Geschichtlich, Städtebaulich";"Mehrfamilienwohnhäuser (Marienhof 2-2a, 3-3a); Doppelhäuser (Marienhof 4-6, 5-7); Reihenhauszeilen (Marienhof 8-18, 9-19, 20-23); Rasenrondell, vier Linden";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20028.jpg"
50269;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Marienhölzungsweg 160, 161";"Forsthof Marienhölzungsweg";"Forsthof Marienhölzungsweg; um 1850, 1938/39, Theodor Rieve; Anlage aus zwei sich gegenüberstehenden schlichten Forsthäusern, das Alte Forsthaus mit Reetdach, das Neue Forsthaus mit übergiebeltem Mittelzwerchhaus";"Geschichtlich, Kulturlandschaftlich";"Altes Forsthaus (Marienhölzungsweg 160), Neues Forsthaus (Marienhölzungsweg 161)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50269.jpg"
40562;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Marienkirchhof 1, 2-3, 4-5, 6, Kompagniestraße 4, 6, 8, Marienkirchhof";"Kirche St. Marien";"Kirche St. Marien; an der Ecke Große Straße/Kompagniestraße gelegene mittelalterliche Backsteinhallenkirche St. Marien, von Kirchhof, ehem Hauptpastorat, Doppelpastorat, Distrikt- und ehem. Marien-Schule sowie platzbildprägenden Wohnhäusern umgeben";"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich, Wissenschaftlich";"Kirche St. Marien mit Ausstattung, gepflasterter Kirchhof mit Grabmalen bis 1870, Granitpfeiler-Einfriedungen, Lindenreihen (Marienkirchhof); ehem. Hauptpastorat von St. Marien (Marienkirchhof 1); Marien-Schule (Marienkirchhof 2-3); Doppelpastorat von St. Marien (Marienkirchhof 4-5); ehem. Distrikt-Schule (Marienkirchhof 6); Wohnhäuser (Kompagniestraße 4, 6, 8)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40562.jpg"
45945;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Marienstraße 6";"Kaufmannshof Marienburg";"Kaufmannshof Marienburg; 1. Hälfte 18. Jh., 1880, 1914; ehem. Hofbebauung eines Kaufmannshofes aus Backsteinquerspeicher von 1720/30 mit rundem Treppenturm, 1880 errichtetem eingeschossigem Fasslager sowie 1914 in Formen der Heimatschutzarchitektur erbautem Kontorhaus mit Fachwerkdrempel";"Geschichtlich, Städtebaulich, Wissenschaftlich";"Kontorhaus, Speicher, Fasslager";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45945.jpg"
20032;"Sachgesamtheit";"Stadt Flensburg";"Flensburg, Stadt";"Matthias-Claudius-Straße 1, 2, 3-5, 4, 6, 7-9, 8, 10, 11-13, 12, 14, 15-17, 16, 18, 19, 20, 21, 23, 25, 27, Dietrich-Nacke-Straße 30-32, 34-36, 38-40, 42-44, 46, Emanuel-Geibel-Straße 1, 3, 5-7, 9-11, 13-15, 17-19, 21, 23, Gorch-Fock-Weg 1, 2, 3-5, 4-6, 7, 8, Heinrich-Voß-Straße 17-19, 21-23, 25-27, 26, 28-30, 29-31, 32, 33, 34, 36, Liliencronweg 1, Matthias-Claudius-Straße, Timm-Kröger-Weg 2, 4, 6, 8, 10";"Landhaussiedlung an der Marienhölzung (Monokelsiedlung)";"Landhaussiedlung an der Marienhölzung; 1936-37, Planung Ernst Reinarz, Bauleitung Friedrich Tietje; einheitliche im Auftrag der AHAG angelegte Siedlung um das Straßenkarree Matthias-Claudius-Straße/Heinrich-Voß-Straße/Emanuel-Geibel-Straße und Dietrich-Nacke-Straße sowie am angrenzenden Timm-Kröger-Weg, serielle Typenentwürfe, freistehende eingeschossige Backsteinbauten in sachlichen Formen mit Satteldächern, teils zu Doppelhäusern zusammengefasst; Straßenraum der Matthias-Geibel-Straße alleeartig mit Baumbestand und historischer Gehwegpflasterung";"Geschichtlich, Künstlerisch, Städtebaulich";"Doppelwohnhäuser (Dietrich-Nacke-Straße 30-32, 34-36, 38-40, 42-44, Emanuel-Geibel-Straße 5-7, 9-11, 13-15, 17-19, Gorch-Fock-Weg 3-5, 4-6, Heinrich-Voß-Straße 17-19, 21-23, 25-27, 28-30, 29-31, Matthias-Claudius-Straße 3-5, 7-9, 11-13, 15-17), Wohnhäuser (Dietrich-Nacke-Straße 46, Emanuel-Geibel-Straße 1, 3, 21, 23, Gorch-Fock-Weg 1, 2, 7, 8, Heinrich-Voß-Straße 26, 32, 33, 34, 36, Liliencronweg 1, Matthias-Claudius-Straße  1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 19, 20, 21, 23, 25, 27, Timm-Kröger-Weg 2, 4, 6, 8, 10), Straßenraum (Matthias-Claudius-Straße)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20032.jpg"
